"Time","OPERATIONAL_DEMAND NSW1","OPERATIONAL_DEMAND QLD1","OPERATIONAL_DEMAND SA1","OPERATIONAL_DEMAND TAS1","OPERATIONAL_DEMAND VIC1"
2024-04-01 04:00:00,5924,5574,1249,1028,3817
2024-04-01 04:30:00,5976,5592,1233,1040,3861
2024-04-01 05:00:00,6052,5579,1242,1041,3891
2024-04-01 05:30:00,6196,5621,1252,1053,4006
2024-04-01 06:00:00,6343,5633,1265,1077,4110
2024-04-01 06:30:00,6457,5702,1283,1080,4263
2024-04-01 07:00:00,6495,5627,1308,1122,4336
2024-04-01 07:30:00,6395,5534,1297,1136,4248
2024-04-01 08:00:00,6144,5400,1264,1150,4101
2024-04-01 08:30:00,6082,5340,1242,1155,3911
2024-04-01 09:00:00,5774,5357,1191,1144,3790
2024-04-01 09:30:00,5484,5389,1169,1131,3677
2024-04-01 10:00:00,5174,5176,955,1118,3626
2024-04-01 10:30:00,4990,5089,860,1097,3598
2024-04-01 11:00:00,4874,5244,820,1086,3863
2024-04-01 11:30:00,4879,5341,736,1061,4064
2024-04-01 12:00:00,4884,5465,642,1025,4141
2024-04-01 12:30:00,4924,5678,680,1012,4321
2024-04-01 13:00:00,5062,5792,705,1022,4330
2024-04-01 13:30:00,5299,5755,757,1041,4251
2024-04-01 14:00:00,5597,5797,806,1050,4388
2024-04-01 14:30:00,5973,5865,743,1062,4500
2024-04-01 15:00:00,6484,6049,887,1063,4581
2024-04-01 15:30:00,6977,6280,978,1103,4667
2024-04-01 16:00:00,7588,6536,1040,1136,4978
2024-04-01 16:30:00,8131,6774,1164,1172,5227
2024-04-01 17:00:00,8646,7083,1344,1218,5345
2024-04-01 17:30:00,8922,7404,1447,1230,5318
2024-04-01 18:00:00,9004,7600,1506,1229,5260
2024-04-01 18:30:00,8887,7676,1544,1213,5187
2024-04-01 19:00:00,8672,7613,1534,1196,5093
2024-04-01 19:30:00,8458,7414,1507,1145,4973
2024-04-01 20:00:00,8207,7235,1496,1106,4882
2024-04-01 20:30:00,7991,7079,1466,1080,4757
2024-04-01 21:00:00,7772,6902,1443,1099,4606
2024-04-01 21:30:00,7619,6770,1414,1091,4503
2024-04-01 22:00:00,7543,6578,1378,1067,4396
2024-04-01 22:30:00,7454,6512,1345,1053,4310
2024-04-01 23:00:00,7295,6403,1327,979,4269
2024-04-01 23:30:00,7182,6234,1303,961,4392
2024-04-02 00:00:00,7039,6069,1375,953,4391
2024-04-02 00:30:00,6900,5924,1387,943,4273
2024-04-02 01:00:00,6693,5815,1406,937,4170
2024-04-02 01:30:00,6481,5768,1376,920,4064
2024-04-02 02:00:00,6361,5739,1339,915,3957
2024-04-02 02:30:00,6243,5679,1315,911,3885
2024-04-02 03:00:00,6202,5632,1279,917,3852
2024-04-02 03:30:00,6218,5634,1260,951,3888
2024-04-02 04:00:00,6266,5665,1253,982,3917
2024-04-02 04:30:00,6461,5717,1253,1041,4069
2024-04-02 05:00:00,6681,5795,1274,1064,4214
2024-04-02 05:30:00,7093,5926,1309,1096,4473
2024-04-02 06:00:00,7486,6068,1367,1127,4660
2024-04-02 06:30:00,7839,6281,1444,1170,4932
2024-04-02 07:00:00,8013,6330,1549,1174,5143
2024-04-02 07:30:00,7972,6235,1570,1179,5156
2024-04-02 08:00:00,7941,5994,1511,1210,5115
2024-04-02 08:30:00,8072,5773,1404,1209,5052
2024-04-02 09:00:00,8012,5543,1302,1228,4764
2024-04-02 09:30:00,7825,5445,1193,1246,4389
2024-04-02 10:00:00,7804,5559,1142,1265,4344
2024-04-02 10:30:00,7917,5582,1193,1238,4537
2024-04-02 11:00:00,7867,5705,1161,1228,4378
2024-04-02 11:30:00,7911,5700,1076,1238,3995
2024-04-02 12:00:00,7834,5811,1024,1224,3906
2024-04-02 12:30:00,7710,5765,973,1227,3957
2024-04-02 13:00:00,7558,5681,904,1214,3915
2024-04-02 13:30:00,7338,5737,898,1194,4015
2024-04-02 14:00:00,6988,5775,902,1170,4024
2024-04-02 14:30:00,6600,6050,887,1261,4171
2024-04-02 15:00:00,6641,6371,829,1236,4317
2024-04-02 15:30:00,6981,6687,848,1255,4408
2024-04-02 16:00:00,7483,7121,994,1264,4775
2024-04-02 16:30:00,7979,7525,1132,1270,5053
2024-04-02 17:00:00,8462,7931,1267,1278,5308
2024-04-02 17:30:00,8733,8207,1381,1294,5562
2024-04-02 18:00:00,8862,8254,1503,1305,5593
2024-04-02 18:30:00,8779,8254,1584,1306,5607
2024-04-02 19:00:00,8608,8242,1618,1307,5522
2024-04-02 19:30:00,8413,8054,1620,1282,5380
2024-04-02 20:00:00,8169,7811,1589,1245,5263
2024-04-02 20:30:00,7949,7680,1555,1199,5077
2024-04-02 21:00:00,7654,7448,1524,1163,4929
2024-04-02 21:30:00,7550,7249,1479,1148,4741
2024-04-02 22:00:00,7439,6982,1436,1115,4578
2024-04-02 22:30:00,7332,6782,1383,1116,4485
2024-04-02 23:00:00,7221,6634,1360,1111,4409
2024-04-02 23:30:00,7103,6487,1336,1096,4529
2024-04-03 00:00:00,6994,6332,1390,1083,4512
2024-04-03 00:30:00,6888,6208,1390,1068,4370
2024-04-03 01:00:00,6679,6067,1407,1056,4251
2024-04-03 01:30:00,6469,5940,1374,1041,4191
2024-04-03 02:00:00,6270,5889,1352,1054,4072
2024-04-03 02:30:00,6180,5841,1308,1053,4032
2024-04-03 03:00:00,6114,5777,1273,1043,3978
2024-04-03 03:30:00,6121,5800,1251,1043,3986
2024-04-03 04:00:00,6180,5820,1240,1055,4035
2024-04-03 04:30:00,6376,5909,1242,1076,4153
2024-04-03 05:00:00,6595,5996,1265,1096,4322
2024-04-03 05:30:00,6991,6147,1295,1151,4579
2024-04-03 06:00:00,7376,6322,1366,1195,4910
2024-04-03 06:30:00,7745,6539,1442,1243,5251
2024-04-03 07:00:00,7856,6514,1546,1304,5509
2024-04-03 07:30:00,7608,6430,1562,1272,5488
2024-04-03 08:00:00,7199,6298,1541,1224,5396
2024-04-03 08:30:00,6860,6081,1468,1167,5229
2024-04-03 09:00:00,6540,5893,1444,1104,5052
2024-04-03 09:30:00,6218,5653,1300,1067,4956
2024-04-03 10:00:00,5974,5464,1215,1021,4841
2024-04-03 10:30:00,5755,5376,1175,993,4824
2024-04-03 11:00:00,5689,5518,1115,962,4697
2024-04-03 11:30:00,5711,5607,1084,977,4659
2024-04-03 12:00:00,5683,5759,944,962,4677
2024-04-03 12:30:00,5788,5856,775,953,4750
2024-04-03 13:00:00,5871,6002,669,951,4665
2024-04-03 13:30:00,5888,6263,663,928,4617
2024-04-03 14:00:00,6180,6442,657,901,4629
2024-04-03 14:30:00,6332,6670,592,903,4712
2024-04-03 15:00:00,6580,6994,588,939,4764
2024-04-03 15:30:00,6853,7450,669,977,4929
2024-04-03 16:00:00,7181,7855,805,1022,5079
2024-04-03 16:30:00,7603,8148,982,1102,5271
2024-04-03 17:00:00,8090,8474,1150,1166,5442
2024-04-03 17:30:00,8422,8655,1240,1215,5550
2024-04-03 18:00:00,8623,8575,1337,1216,5714
2024-04-03 18:30:00,8555,8512,1468,1191,5753
2024-04-03 19:00:00,8454,8499,1518,1192,5741
2024-04-03 19:30:00,8252,8440,1536,1177,5606
2024-04-03 20:00:00,8081,8311,1518,1158,5500
2024-04-03 20:30:00,7906,8049,1485,1158,5313
2024-04-03 21:00:00,7684,7801,1448,1143,5141
2024-04-03 21:30:00,7628,7573,1414,1097,4991
2024-04-03 22:00:00,7522,7344,1350,1052,4786
2024-04-03 22:30:00,7429,7169,1318,1016,4657
2024-04-03 23:00:00,7324,6969,1280,982,4573
2024-04-03 23:30:00,7182,6830,1267,958,4670
2024-04-04 00:00:00,7057,6561,1354,952,4660
2024-04-04 00:30:00,6891,6387,1373,944,4501
2024-04-04 01:00:00,6728,6240,1404,952,4398
2024-04-04 01:30:00,6513,6165,1376,952,4335
2024-04-04 02:00:00,6367,6116,1350,949,4211
2024-04-04 02:30:00,6236,6069,1307,959,4113
2024-04-04 03:00:00,6184,6026,1282,980,4072
2024-04-04 03:30:00,6176,5996,1262,1001,4093
2024-04-04 04:00:00,6264,5995,1286,1023,4125
2024-04-04 04:30:00,6466,6037,1277,1063,4262
2024-04-04 05:00:00,6683,6062,1278,1100,4436
2024-04-04 05:30:00,7076,6227,1340,1155,4726
2024-04-04 06:00:00,7488,6403,1378,1226,5053
2024-04-04 06:30:00,7910,6630,1455,1314,5453
2024-04-04 07:00:00,8171,6610,1562,1361,5697
2024-04-04 07:30:00,8212,6617,1580,1331,5684
2024-04-04 08:00:00,8142,6627,1511,1279,5536
2024-04-04 08:30:00,8134,6563,1357,1213,5239
2024-04-04 09:00:00,8198,6411,1183,1162,4849
2024-04-04 09:30:00,8260,6398,1006,1128,4495
2024-04-04 10:00:00,8156,6375,841,1088,4193
2024-04-04 10:30:00,8057,6374,748,1062,3983
2024-04-04 11:00:00,7978,6312,731,1038,3566
2024-04-04 11:30:00,7897,6440,633,1045,3598
2024-04-04 12:00:00,7853,6340,580,1031,3583
2024-04-04 12:30:00,7834,6334,522,1022,3617
2024-04-04 13:00:00,7824,6495,537,1016,3779
2024-04-04 13:30:00,7800,6580,507,1001,3830
2024-04-04 14:00:00,7803,6665,524,1001,3922
2024-04-04 14:30:00,7875,6817,571,1019,4053
2024-04-04 15:00:00,7996,6990,622,1060,4258
2024-04-04 15:30:00,8106,7197,661,1092,4337
2024-04-04 16:00:00,8341,7524,756,1110,4449
2024-04-04 16:30:00,8443,7716,894,1157,4860
2024-04-04 17:00:00,8675,7963,1044,1194,5292
2024-04-04 17:30:00,8793,8182,1207,1235,5521
2024-04-04 18:00:00,8835,8340,1387,1263,5720
2024-04-04 18:30:00,8697,8313,1516,1287,5822
2024-04-04 19:00:00,8540,8307,1599,1288,5782
2024-04-04 19:30:00,8406,8103,1602,1272,5679
2024-04-04 20:00:00,8240,7870,1579,1255,5537
2024-04-04 20:30:00,7995,7672,1544,1242,5397
2024-04-04 21:00:00,7736,7450,1506,1199,5219
2024-04-04 21:30:00,7696,7283,1453,1176,5037
2024-04-04 22:00:00,7606,7051,1410,1149,4847
2024-04-04 22:30:00,7547,6884,1377,1107,4732
2024-04-04 23:00:00,7482,6704,1339,1080,4604
2024-04-04 23:30:00,7300,6526,1307,1070,4700
2024-04-05 00:00:00,7222,6363,1371,1056,4704
2024-04-05 00:30:00,7035,6262,1398,1038,4559
2024-04-05 01:00:00,6841,6105,1436,1031,4424
2024-04-05 01:30:00,6631,6055,1409,1028,4340
2024-04-05 02:00:00,6482,5976,1365,1028,4286
2024-04-05 02:30:00,6383,5969,1322,1020,4241
2024-04-05 03:00:00,6295,5925,1281,1030,4215
2024-04-05 03:30:00,6282,5919,1255,1046,4199
2024-04-05 04:00:00,6324,5903,1253,1056,4246
2024-04-05 04:30:00,6509,5936,1261,1071,4324
2024-04-05 05:00:00,6700,6014,1288,1105,4448
2024-04-05 05:30:00,7072,6151,1325,1160,4720
2024-04-05 06:00:00,7455,6282,1406,1209,4982
2024-04-05 06:30:00,7858,6522,1489,1291,5377
2024-04-05 07:00:00,8194,6686,1582,1322,5579
2024-04-05 07:30:00,8420,6773,1609,1294,5614
2024-04-05 08:00:00,8476,6776,1493,1238,5493
2024-04-05 08:30:00,8547,6824,1337,1154,5250
2024-04-05 09:00:00,8601,6771,1158,1145,4969
2024-04-05 09:30:00,8549,6798,965,1142,4682
2024-04-05 10:00:00,8466,6816,777,1108,4328
2024-04-05 10:30:00,8394,6645,669,1067,3974
2024-04-05 11:00:00,8483,6668,552,1031,3700
2024-04-05 11:30:00,8489,6653,453,1016,3523
2024-04-05 12:00:00,8459,6784,359,1026,3415
2024-04-05 12:30:00,8408,6945,312,1016,3359
2024-04-05 13:00:00,8336,6937,286,1013,3335
2024-04-05 13:30:00,8313,6804,273,959,3395
2024-04-05 14:00:00,8274,6734,300,1012,3544
2024-04-05 14:30:00,8293,6847,393,1020,3752
2024-04-05 15:00:00,8418,7039,432,1021,4053
2024-04-05 15:30:00,8580,7301,518,1064,4359
2024-04-05 16:00:00,8709,7608,632,1093,4689
2024-04-05 16:30:00,8823,7721,766,1129,5003
2024-04-05 17:00:00,8916,7825,957,1166,5285
2024-04-05 17:30:00,8853,7952,1172,1193,5384
2024-04-05 18:00:00,8867,8019,1381,1217,5525
2024-04-05 18:30:00,8664,7995,1520,1220,5519
2024-04-05 19:00:00,8487,7957,1573,1217,5499
2024-04-05 19:30:00,8359,7771,1582,1197,5424
2024-04-05 20:00:00,8239,7650,1550,1173,5311
2024-04-05 20:30:00,8031,7567,1522,1152,5134
2024-04-05 21:00:00,7839,7347,1487,1138,5035
2024-04-05 21:30:00,7774,7177,1459,1116,4872
2024-04-05 22:00:00,7720,6960,1411,1076,4745
2024-04-05 22:30:00,7627,6829,1367,1065,4643
2024-04-05 23:00:00,7531,6664,1329,1041,4558
2024-04-05 23:30:00,7399,6452,1303,1029,4646
2024-04-06 00:00:00,7215,6312,1373,1018,4610
2024-04-06 00:30:00,7107,6184,1379,1011,4462
2024-04-06 01:00:00,6909,6058,1393,1006,4366
2024-04-06 01:30:00,6687,5974,1359,1001,4275
2024-04-06 02:00:00,6478,5913,1322,1009,4135
2024-04-06 02:30:00,6344,5847,1282,1013,4078
2024-04-06 03:00:00,6220,5790,1254,991,4031
2024-04-06 03:30:00,6197,5771,1222,1005,3954
2024-04-06 04:00:00,6168,5796,1202,1017,3974
2024-04-06 04:30:00,6271,5795,1204,1030,4054
2024-04-06 05:00:00,6317,5771,1195,1041,4113
2024-04-06 05:30:00,6417,5844,1204,1060,4222
2024-04-06 06:00:00,6602,5925,1253,1093,4318
2024-04-06 06:30:00,6807,5971,1292,1108,4478
2024-04-06 07:00:00,6955,5968,1332,1162,4645
2024-04-06 07:30:00,7018,5796,1338,1203,4656
2024-04-06 08:00:00,6895,5641,1307,1209,4693
2024-04-06 08:30:00,6721,5479,1175,1189,4767
2024-04-06 09:00:00,6381,5265,1026,1110,4720
2024-04-06 09:30:00,6156,5226,860,1061,4594
2024-04-06 10:00:00,5834,5030,697,1037,4475
2024-04-06 10:30:00,5651,4778,564,1031,4357
2024-04-06 11:00:00,5422,4984,495,1024,4131
2024-04-06 11:30:00,5272,5160,390,1009,4034
2024-04-06 12:00:00,5078,5276,306,984,3946
2024-04-06 12:30:00,5060,5428,260,935,3997
2024-04-06 13:00:00,5169,5525,258,964,4066
2024-04-06 13:30:00,5248,5576,244,1003,3995
2024-04-06 14:00:00,5407,5781,278,1023,4078
2024-04-06 14:30:00,5578,5976,329,1062,4213
2024-04-06 15:00:00,5966,6230,396,1077,4366
2024-04-06 15:30:00,6435,6508,486,1088,4508
2024-04-06 16:00:00,6977,6897,620,1121,4692
2024-04-06 16:30:00,7451,7281,763,1152,4822
2024-04-06 17:00:00,7960,7538,960,1175,4905
2024-04-06 17:30:00,8309,7719,1155,1194,5058
2024-04-06 18:00:00,8469,7737,1326,1214,5168
2024-04-06 18:30:00,8442,7747,1440,1189,5218
2024-04-06 19:00:00,8270,7677,1485,1177,5113
2024-04-06 19:30:00,8090,7605,1478,1157,5047
2024-04-06 20:00:00,7912,7562,1454,1127,4917
2024-04-06 20:30:00,7760,7506,1432,1118,4841
2024-04-06 21:00:00,7557,7352,1412,1096,4766
2024-04-06 21:30:00,7476,7200,1386,1082,4645
2024-04-06 22:00:00,7376,6972,1361,1076,4561
2024-04-06 22:30:00,7300,6845,1317,1044,4473
2024-04-06 23:00:00,7169,6671,1301,1020,4416
2024-04-06 23:30:00,7038,6506,1272,1017,4521
2024-04-07 00:00:00,6891,6343,1343,1015,4536
2024-04-07 00:30:00,6721,6194,1379,1006,4400
2024-04-07 01:00:00,6508,6052,1396,995,4281
2024-04-07 01:30:00,6332,5971,1365,999,4184
2024-04-07 02:00:00,6166,5913,1308,996,4064
2024-04-07 02:30:00,6023,5861,1266,995,3971
2024-04-07 03:00:00,5974,5805,1238,995,3906
2024-04-07 03:30:00,5955,5792,1214,1006,3857
2024-04-07 04:00:00,5977,5799,1189,993,3848
2024-04-07 04:30:00,5944,5789,1183,1000,3858
2024-04-07 05:00:00,5998,5773,1189,1004,3871
2024-04-07 05:30:00,6060,5809,1186,1021,3924
2024-04-07 06:00:00,6143,5847,1192,1006,3980
2024-04-07 06:30:00,6315,5933,1196,1041,4059
2024-04-07 07:00:00,6406,5983,1219,1065,4153
2024-04-07 07:30:00,6442,6043,1218,1098,4216
2024-04-07 08:00:00,6329,6000,1188,1135,4244
2024-04-07 08:30:00,6181,5897,1145,1160,4335
2024-04-07 09:00:00,5890,5727,1105,1215,4355
2024-04-07 09:30:00,5715,5495,1014,1224,4349
2024-04-07 10:00:00,5446,5407,925,1218,4226
2024-04-07 10:30:00,5146,5252,897,1178,4066
2024-04-07 11:00:00,4933,5126,777,1156,3896
2024-04-07 11:30:00,4818,4973,640,1126,3760
2024-04-07 12:00:00,4793,5019,552,1142,3547
2024-04-07 12:30:00,4937,5023,463,1145,3354
2024-04-07 13:00:00,5130,5215,384,1135,3304
2024-04-07 13:30:00,5437,5508,363,1114,3293
2024-04-07 14:00:00,5712,5617,327,1118,3294
2024-04-07 14:30:00,6023,5650,339,1102,3406
2024-04-07 15:00:00,6302,5995,403,1040,3615
2024-04-07 15:30:00,6656,6453,453,1092,3842
2024-04-07 16:00:00,7048,6961,542,1141,4099
2024-04-07 16:30:00,7384,7358,671,1166,4373
2024-04-07 17:00:00,7876,7627,866,1192,4728
2024-04-07 17:30:00,8243,7843,1110,1235,4995
2024-04-07 18:00:00,8504,7846,1339,1276,5261
2024-04-07 18:30:00,8569,7955,1496,1306,5438
2024-04-07 19:00:00,8478,7854,1546,1294,5423
2024-04-07 19:30:00,8238,7661,1541,1263,5282
2024-04-07 20:00:00,7996,7573,1485,1248,5120
2024-04-07 20:30:00,7821,7453,1442,1223,5049
2024-04-07 21:00:00,7707,7340,1418,1211,4948
2024-04-07 21:30:00,7503,7227,1396,1153,4843
2024-04-07 22:00:00,7305,6975,1371,1131,4730
2024-04-07 22:30:00,7241,6736,1341,1104,4621
2024-04-07 23:00:00,7125,6513,1323,1092,4558
2024-04-07 23:30:00,7014,6356,1295,1072,4650
2024-04-08 00:00:00,6885,6252,1359,1060,4624
2024-04-08 00:30:00,6740,6061,1370,1039,4465
2024-04-08 01:00:00,6579,5943,1384,1037,4337
2024-04-08 01:30:00,6421,5844,1337,1030,4219
2024-04-08 02:00:00,6236,5783,1303,1018,4103
2024-04-08 02:30:00,6124,5769,1281,989,4037
2024-04-08 03:00:00,6010,5701,1246,1012,3947
2024-04-08 03:30:00,6012,5685,1214,1044,3926
2024-04-08 04:00:00,5993,5672,1207,1043,3929
2024-04-08 04:30:00,6001,5771,1199,1036,3929
2024-04-08 05:00:00,6093,5827,1223,1062,4029
2024-04-08 05:30:00,6372,6005,1227,1110,4167
2024-04-08 06:00:00,6573,6178,1253,1144,4359
2024-04-08 06:30:00,7057,6360,1281,1201,4675
2024-04-08 07:00:00,7302,6482,1342,1273,4950
2024-04-08 07:30:00,7294,6532,1392,1306,5113
2024-04-08 08:00:00,7154,6391,1397,1306,5102
2024-04-08 08:30:00,6933,6237,1274,1267,5096
2024-04-08 09:00:00,6678,5975,1130,1224,4951
2024-04-08 09:30:00,6454,5672,979,1200,4624
2024-04-08 10:00:00,6290,5348,867,1162,4265
2024-04-08 10:30:00,6096,5256,888,1102,4006
2024-04-08 11:00:00,5997,5258,816,1105,3775
2024-04-08 11:30:00,6074,5312,699,1115,3589
2024-04-08 12:00:00,6159,5362,600,1096,3546
2024-04-08 12:30:00,6200,5377,607,1103,3563
2024-04-08 13:00:00,6281,5628,725,1094,3650
2024-04-08 13:30:00,6542,5762,674,1088,3884
2024-04-08 14:00:00,6513,6055,816,1088,4358
2024-04-08 14:30:00,6804,6421,1081,1121,4673
2024-04-08 15:00:00,7047,6796,1181,1158,4836
2024-04-08 15:30:00,7181,7150,1123,1142,4968
2024-04-08 16:00:00,7476,7420,1150,1158,5210
2024-04-08 16:30:00,7852,7718,1312,1199,5394
2024-04-08 17:00:00,8363,8009,1428,1240,5612
2024-04-08 17:30:00,8762,8158,1510,1272,5835
2024-04-08 18:00:00,9056,8222,1573,1334,6045
2024-04-08 18:30:00,9127,8266,1675,1372,6135
2024-04-08 19:00:00,9002,8272,1735,1368,6049
2024-04-08 19:30:00,8667,8040,1719,1355,5964
2024-04-08 20:00:00,8442,7876,1669,1329,5798
2024-04-08 20:30:00,8236,7657,1618,1307,5652
2024-04-08 21:00:00,7985,7459,1569,1270,5527
2024-04-08 21:30:00,7826,7278,1523,1237,5373
2024-04-08 22:00:00,7670,6998,1486,1205,5183
2024-04-08 22:30:00,7609,6789,1437,1136,5000
2024-04-08 23:00:00,7521,6602,1385,1145,4876
2024-04-08 23:30:00,7384,6391,1340,1127,4928
2024-04-09 00:00:00,7286,6226,1394,1097,4898
2024-04-09 00:30:00,7159,6035,1397,1081,4720
2024-04-09 01:00:00,6962,5923,1408,1074,4595
2024-04-09 01:30:00,6816,5838,1383,1066,4471
2024-04-09 02:00:00,6602,5762,1346,1078,4305
2024-04-09 02:30:00,6417,5734,1310,1081,4248
2024-04-09 03:00:00,6248,5667,1295,1078,4207
2024-04-09 03:30:00,6237,5652,1260,1077,4200
2024-04-09 04:00:00,6171,5654,1241,1087,4186
2024-04-09 04:30:00,6246,5721,1228,1096,4221
2024-04-09 05:00:00,6293,5775,1222,1112,4260
2024-04-09 05:30:00,6473,5949,1230,1141,4377
2024-04-09 06:00:00,6700,6076,1273,1160,4560
2024-04-09 06:30:00,7104,6332,1297,1248,4885
2024-04-09 07:00:00,7406,6425,1368,1336,5200
2024-04-09 07:30:00,7483,6517,1445,1392,5404
2024-04-09 08:00:00,7448,6505,1450,1372,5459
2024-04-09 08:30:00,7284,6361,1327,1328,5307
2024-04-09 09:00:00,6957,6155,1201,1263,5153
2024-04-09 09:30:00,6779,5944,1090,1197,4814
2024-04-09 10:00:00,6510,5719,1007,1178,4595
2024-04-09 10:30:00,6396,5534,927,1154,4627
2024-04-09 11:00:00,6361,5558,839,1100,4223
2024-04-09 11:30:00,6246,5404,872,1092,4170
2024-04-09 12:00:00,6380,5546,891,1069,4067
2024-04-09 12:30:00,6647,5576,834,1061,4163
2024-04-09 13:00:00,6898,5840,827,1075,3997
2024-04-09 13:30:00,7062,6045,884,1056,4076
2024-04-09 14:00:00,7198,6058,965,1066,4216
2024-04-09 14:30:00,7327,6186,1022,899,4212
2024-04-09 15:00:00,7392,6446,1093,1046,4375
2024-04-09 15:30:00,7631,6668,1157,1110,4631
2024-04-09 16:00:00,7917,6955,1203,1126,4845
2024-04-09 16:30:00,8181,7303,1254,1171,5180
2024-04-09 17:00:00,8518,7729,1356,1202,5531
2024-04-09 17:30:00,8810,7983,1456,1265,5910
2024-04-09 18:00:00,9176,8106,1566,1331,6221
2024-04-09 18:30:00,9299,8077,1663,1364,6401
2024-04-09 19:00:00,9206,8000,1712,1356,6390
2024-04-09 19:30:00,8937,7851,1703,1316,6248
2024-04-09 20:00:00,8721,7682,1673,1276,6125
2024-04-09 20:30:00,8551,7460,1648,1274,5950
2024-04-09 21:00:00,8391,7318,1608,1251,5804
2024-04-09 21:30:00,8155,7155,1534,1251,5638
2024-04-09 22:00:00,7890,6872,1493,1196,5419
2024-04-09 22:30:00,7812,6677,1452,1157,5212
2024-04-09 23:00:00,7652,6502,1396,1119,5051
2024-04-09 23:30:00,7523,6304,1362,1080,5093
2024-04-10 00:00:00,7367,6112,1418,1060,5035
2024-04-10 00:30:00,7259,5960,1428,1009,4854
2024-04-10 01:00:00,7109,5839,1437,1029,4688
2024-04-10 01:30:00,6899,5742,1387,1034,4552
2024-04-10 02:00:00,6684,5681,1357,1033,4400
2024-04-10 02:30:00,6490,5642,1315,1010,4312
2024-04-10 03:00:00,6326,5623,1281,1016,4223
2024-04-10 03:30:00,6219,5581,1250,1036,4182
2024-04-10 04:00:00,6237,5610,1244,1020,4158
2024-04-10 04:30:00,6255,5679,1237,1046,4190
2024-04-10 05:00:00,6356,5743,1239,1058,4271
2024-04-10 05:30:00,6578,5879,1247,1061,4377
2024-04-10 06:00:00,6857,6005,1276,1051,4550
2024-04-10 06:30:00,7379,6255,1310,1114,4896
2024-04-10 07:00:00,7815,6268,1388,1174,5210
2024-04-10 07:30:00,7850,6043,1435,1202,5430
2024-04-10 08:00:00,7639,5703,1466,1181,5469
2024-04-10 08:30:00,7407,5370,1375,1144,5437
2024-04-10 09:00:00,7005,4971,1294,1094,5326
2024-04-10 09:30:00,6599,4628,1246,1043,5163
2024-04-10 10:00:00,6024,4325,1190,994,4935
2024-04-10 10:30:00,5691,4138,1199,973,4830
2024-04-10 11:00:00,5445,4090,1166,956,4800
2024-04-10 11:30:00,5414,4097,1103,946,4674
2024-04-10 12:00:00,5290,4107,1033,924,4548
2024-04-10 12:30:00,5239,4134,945,913,4573
2024-04-10 13:00:00,5225,4227,897,912,4642
2024-04-10 13:30:00,5255,4362,870,918,4702
2024-04-10 14:00:00,5439,4543,806,932,4761
2024-04-10 14:30:00,5686,4843,771,930,4701
2024-04-10 15:00:00,5985,5283,751,936,4727
2024-04-10 15:30:00,6336,5749,784,975,4894
2024-04-10 16:00:00,6863,6296,813,1015,5046
2024-04-10 16:30:00,7347,6783,937,1033,5278
2024-04-10 17:00:00,7867,7284,1130,1080,5568
2024-04-10 17:30:00,8281,7573,1324,1132,5798
2024-04-10 18:00:00,8732,7686,1500,1176,6044
2024-04-10 18:30:00,8927,7753,1639,1198,6170
2024-04-10 19:00:00,8885,7745,1706,1119,6181
2024-04-10 19:30:00,8660,7615,1709,1169,6098
2024-04-10 20:00:00,8477,7418,1672,1154,5986
2024-04-10 20:30:00,8313,7215,1642,1131,5851
2024-04-10 21:00:00,8183,7037,1600,1105,5648
2024-04-10 21:30:00,7986,6901,1557,1086,5496
2024-04-10 22:00:00,7765,6691,1524,1111,5316
2024-04-10 22:30:00,7676,6492,1480,1070,5126
2024-04-10 23:00:00,7567,6354,1433,1049,4974
2024-04-10 23:30:00,7476,6198,1389,995,5024
2024-04-11 00:00:00,7405,6078,1450,958,4955
2024-04-11 00:30:00,7249,5925,1467,942,4790
2024-04-11 01:00:00,7122,5770,1481,947,4611
2024-04-11 01:30:00,6952,5683,1447,954,4493
2024-04-11 02:00:00,6725,5622,1408,962,4340
2024-04-11 02:30:00,6534,5575,1355,966,4218
2024-04-11 03:00:00,6416,5567,1310,968,4144
2024-04-11 03:30:00,6453,5542,1282,970,4079
2024-04-11 04:00:00,6343,5546,1308,970,4074
2024-04-11 04:30:00,6377,5607,1303,977,4121
2024-04-11 05:00:00,6387,5694,1268,994,4197
2024-04-11 05:30:00,6625,5816,1258,1021,4316
2024-04-11 06:00:00,6892,5955,1286,1064,4517
2024-04-11 06:30:00,7410,6174,1317,1143,4819
2024-04-11 07:00:00,7722,6162,1376,1221,5115
2024-04-11 07:30:00,7700,5939,1397,1262,5296
2024-04-11 08:00:00,7398,5623,1442,1289,5411
2024-04-11 08:30:00,6993,5341,1387,1242,5450
2024-04-11 09:00:00,6401,4975,1296,1181,5222
2024-04-11 09:30:00,5936,4720,1150,1136,4985
2024-04-11 10:00:00,5518,4422,1060,1080,4809
2024-04-11 10:30:00,5347,4259,1063,1062,4742
2024-04-11 11:00:00,5102,4217,1018,1042,4658
2024-04-11 11:30:00,5026,4165,943,1016,4639
2024-04-11 12:00:00,5091,4195,848,990,4621
2024-04-11 12:30:00,5132,4201,795,995,4578
2024-04-11 13:00:00,5131,4353,798,996,4515
2024-04-11 13:30:00,5120,4496,760,987,4442
2024-04-11 14:00:00,5247,4731,692,992,4323
2024-04-11 14:30:00,5486,5039,625,1010,4306
2024-04-11 15:00:00,5828,5443,637,1027,4432
